pull_number,title,state,created_at,updated_at,closed_at,merged_at,user,url,file_name
PR_kwDOA_TuC85TCfru,Bump guava from 29.0-jre to 32.0.0-jre,MERGED,2023-06-14T22:28:49Z,2023-06-28T14:27:00Z,2023-06-28T14:26:51Z,2023-06-28T14:26:51Z,dependabot,https://github.com/verilylifesciences/genomewarp/pull/15,verilylifesciences++genomewarp.csv
PR_kwDOA_TuC85UJod9,Update dependencies,MERGED,2023-06-28T14:43:23Z,2023-06-28T17:00:29Z,2023-06-28T17:00:28Z,2023-06-28T17:00:28Z,cmclean,https://github.com/verilylifesciences/genomewarp/pull/16,verilylifesciences++genomewarp.csv
PR_kwDOHC5wN8403Nad,update annotation pipeline,MERGED,2022-03-23T07:52:26Z,2022-03-23T08:35:11Z,2022-03-23T08:35:11Z,2022-03-23T08:35:11Z,llq0325,https://github.com/wzuhou/Genome_assembly_annotation/pull/1,wzuhou++Genome_assembly_annotation.csv
PR_kwDOHC5wN841yczn,update,MERGED,2022-04-07T08:05:16Z,2022-04-07T08:07:12Z,2022-04-07T08:07:12Z,2022-04-07T08:07:12Z,llq0325,https://github.com/wzuhou/Genome_assembly_annotation/pull/2,wzuhou++Genome_assembly_annotation.csv
PR_kwDOHC5wN85HegNf,Update INSTALL.md,CLOSED,2023-01-16T15:36:57Z,2023-02-01T01:08:23Z,2023-02-01T01:08:23Z,,wzuhou,https://github.com/wzuhou/Genome_assembly_annotation/pull/3,wzuhou++Genome_assembly_annotation.csv
PR_kwDOHC5wN85He399,Update INSTALL.md,CLOSED,2023-01-16T16:57:01Z,2023-01-16T17:04:49Z,2023-01-16T17:04:49Z,,wzuhou,https://github.com/wzuhou/Genome_assembly_annotation/pull/4,wzuhou++Genome_assembly_annotation.csv
PR_kwDOHC5wN85HjQ04,Update INSTALL.md,CLOSED,2023-01-17T15:13:12Z,2023-01-17T16:03:28Z,2023-01-17T16:03:28Z,,wzuhou,https://github.com/wzuhou/Genome_assembly_annotation/pull/5,wzuhou++Genome_assembly_annotation.csv
PR_kwDOHC5wN85Isga2,Update INSTALL.md,MERGED,2023-01-27T17:12:56Z,2023-02-01T01:07:39Z,2023-02-01T01:07:39Z,2023-02-01T01:07:38Z,wzuhou,https://github.com/wzuhou/Genome_assembly_annotation/pull/6,wzuhou++Genome_assembly_annotation.csv
PR_kwDOHC5wN85I6KqU,Update INSTALL.md,MERGED,2023-01-31T12:27:05Z,2023-02-01T01:06:30Z,2023-02-01T01:06:30Z,2023-02-01T01:06:30Z,wzuhou,https://github.com/wzuhou/Genome_assembly_annotation/pull/7,wzuhou++Genome_assembly_annotation.csv
PR_kwDOHC5wN85I6PbA,Update INSTALL.md,MERGED,2023-01-31T12:40:40Z,2023-02-01T01:07:05Z,2023-02-01T01:07:05Z,2023-02-01T01:07:05Z,wzuhou,https://github.com/wzuhou/Genome_assembly_annotation/pull/8,wzuhou++Genome_assembly_annotation.csv
PR_kwDOHC5wN85I_kpz,Update INSTALL.md,MERGED,2023-02-01T10:12:10Z,2023-03-24T03:19:51Z,2023-03-24T03:19:51Z,2023-03-24T03:19:51Z,wzuhou,https://github.com/wzuhou/Genome_assembly_annotation/pull/9,wzuhou++Genome_assembly_annotation.csv
MDExOlB1bGxSZXF1ZXN0MjMwNTM5NTE2,Ghpcc06,MERGED,2018-11-13T16:23:18Z,2018-11-13T16:26:39Z,2018-11-13T16:26:24Z,2018-11-13T16:26:24Z,yasinkaymaz,https://github.com/yasinkaymaz/ViralGenomeAssembly/pull/1,yasinkaymaz++ViralGenomeAssembly.csv
MDExOlB1bGxSZXF1ZXN0MzM5MjY4Nzg0,EGF development merge,MERGED,2019-11-11T06:06:11Z,2019-11-11T06:08:07Z,2019-11-11T06:08:02Z,2019-11-11T06:08:02Z,zkstewart,https://github.com/zkstewart/Genome_analysis_scripts/pull/1,zkstewart++Genome_analysis_scripts.csv
MDExOlB1bGxSZXF1ZXN0MzQwOTI2NTU5,Polish pipe improvement,MERGED,2019-11-14T11:34:06Z,2019-11-14T11:34:25Z,2019-11-14T11:34:17Z,2019-11-14T11:34:17Z,zkstewart,https://github.com/zkstewart/Genome_analysis_scripts/pull/2,zkstewart++Genome_analysis_scripts.csv
MDExOlB1bGxSZXF1ZXN0MTM2NjU2NDQ0,Create LICENSE,MERGED,2017-08-20T20:07:46Z,2017-08-20T20:07:54Z,2017-08-20T20:07:54Z,2017-08-20T20:07:54Z,DohertyLab,https://github.com/DohertyLab/ComparingReferenceGenomes/pull/1,DohertyLab++ComparingReferenceGenomes.csv
MDExOlB1bGxSZXF1ZXN0MTE5NDUyODQy,New logos for the splash screen.,MERGED,2017-05-08T13:53:49Z,2017-05-09T08:53:24Z,2017-05-09T08:53:24Z,2017-05-09T08:53:24Z,thpar,https://github.com/GenomeView/genomeview/pull/2,GenomeView++genomeview.csv
MDExOlB1bGxSZXF1ZXN0MTE5NDcxNDU1,Remove spaces from the location field in Edit Structure dialog to adh…,MERGED,2017-05-08T15:21:18Z,2017-05-09T08:58:11Z,2017-05-09T08:58:11Z,2017-05-09T08:58:11Z,thpar,https://github.com/GenomeView/genomeview/pull/3,GenomeView++genomeview.csv
MDExOlB1bGxSZXF1ZXN0MjUzMDcyMjQx,Wrap Save Dialog ContentPane into a JScrollPane,OPEN,2019-02-14T13:29:46Z,2019-02-14T13:29:46Z,,,thpar,https://github.com/GenomeView/genomeview/pull/5,GenomeView++genomeview.csv
MDExOlB1bGxSZXF1ZXN0Mjk3MTU1MzE2,Create LICENSE,MERGED,2019-07-12T17:15:48Z,2019-07-12T17:15:57Z,2019-07-12T17:15:56Z,2019-07-12T17:15:56Z,knodel,https://github.com/knodel/FPGA-Genome-Alignment/pull/1,knodel++FPGA-Genome-Alignment.csv
MDExOlB1bGxSZXF1ZXN0MzIzNTY0MDk2,Add description and move scripts to a folder,MERGED,2019-10-02T03:31:13Z,2019-10-02T03:33:21Z,2019-10-02T03:33:21Z,2019-10-02T03:33:20Z,eliastorres,https://github.com/lizramirezcar/multi-genome/pull/1,lizramirezcar++multi-genome.csv
MDExOlB1bGxSZXF1ZXN0MzIzNTcwNzQ0,Add links to dependencies in description,MERGED,2019-10-02T04:08:10Z,2019-10-02T04:10:08Z,2019-10-02T04:10:08Z,2019-10-02T04:10:08Z,eliastorres,https://github.com/lizramirezcar/multi-genome/pull/2,lizramirezcar++multi-genome.csv
MDExOlB1bGxSZXF1ZXN0MzM5NTI5Mzk=,Update README.md,MERGED,2015-04-23T13:05:05Z,2015-04-23T13:22:05Z,2015-04-23T13:22:05Z,2015-04-23T13:22:05Z,jeffreyjackson,https://github.com/loganwright/Genome/pull/1,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0MzQxMTE3NTk=,Add a Bitdeli Badge to README,MERGED,2015-04-25T19:38:23Z,2015-04-25T19:38:59Z,2015-04-25T19:38:59Z,2015-04-25T19:38:59Z,bitdeli-chef,https://github.com/loganwright/Genome/pull/3,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NDIyMTU0NzI=,Fix typo,MERGED,2015-08-12T08:29:49Z,2015-08-12T14:15:00Z,2015-08-12T14:15:00Z,2015-08-12T14:15:00Z,0xPr0xy,https://github.com/loganwright/Genome/pull/4,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NDYwMTUyMjA=,moving to swift,MERGED,2015-09-25T14:04:05Z,2015-09-26T14:07:55Z,2015-09-26T14:07:55Z,2015-09-26T14:07:55Z,loganwright,https://github.com/loganwright/Genome/pull/5,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NDYwODgwMzk=,Swift2.0,MERGED,2015-09-26T19:38:49Z,2015-09-26T19:39:24Z,2015-09-26T19:39:23Z,2015-09-26T19:39:23Z,loganwright,https://github.com/loganwright/Genome/pull/7,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NDYwOTM4NzM=,adding readme banner,MERGED,2015-09-27T02:37:22Z,2015-09-27T02:37:46Z,2015-09-27T02:37:39Z,2015-09-27T02:37:39Z,loganwright,https://github.com/loganwright/Genome/pull/9,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NDYxMTQ4MTY=,fixing link to sources from readme,MERGED,2015-09-28T01:54:43Z,2015-09-28T01:54:52Z,2015-09-28T01:54:50Z,2015-09-28T01:54:50Z,loganwright,https://github.com/loganwright/Genome/pull/12,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NDYyMDQzNzE=,Carthage support,MERGED,2015-09-28T20:31:53Z,2015-09-29T14:53:14Z,2015-09-29T13:51:26Z,2015-09-29T13:51:26Z,pepicrft,https://github.com/loganwright/Genome/pull/13,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NDYyOTE0MTY=,Changed the deployment target to 8.0,MERGED,2015-09-29T15:20:08Z,2015-09-29T15:21:25Z,2015-09-29T15:21:25Z,2015-09-29T15:21:25Z,pepicrft,https://github.com/loganwright/Genome/pull/14,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NDcxMDM1NTA=,Added support for tvOS,CLOSED,2015-10-08T01:48:02Z,2015-10-08T13:13:07Z,2015-10-08T13:13:07Z,,iliaskarim,https://github.com/loganwright/Genome/pull/16,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NDcxMDYxMjE=,Added support for tvOS (Xcode 7.1),MERGED,2015-10-08T02:45:47Z,2015-10-08T13:12:41Z,2015-10-08T13:12:41Z,2015-10-08T13:12:41Z,iliaskarim,https://github.com/loganwright/Genome/pull/17,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NDcxNTE2Mzk=,cleaning up extraneous files and removing extraneous testing targets …,MERGED,2015-10-08T13:24:04Z,2015-10-08T13:24:14Z,2015-10-08T13:24:12Z,2015-10-08T13:24:12Z,loganwright,https://github.com/loganwright/Genome/pull/18,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NDcxNTIxNjg=,"preventing result from being NSNull, instead exchanging it for nil.  …",MERGED,2015-10-08T13:28:43Z,2015-10-08T13:30:06Z,2015-10-08T13:30:04Z,2015-10-08T13:30:04Z,loganwright,https://github.com/loganwright/Genome/pull/19,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NDgwMjAyNTc=,resolving issue of nsnull in non-foundation environment,MERGED,2015-10-18T22:49:43Z,2015-12-12T21:26:43Z,2015-10-18T22:50:33Z,2015-10-18T22:50:33Z,loganwright,https://github.com/loganwright/Genome/pull/21,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NDg1NjMwMzU=,Added tvOS target and scheme,CLOSED,2015-10-23T10:14:21Z,2015-10-29T14:29:12Z,2015-10-29T14:29:11Z,,pepicrft,https://github.com/loganwright/Genome/pull/22,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NDg1Nzg4Nzk=,Xcode7.1,MERGED,2015-10-23T13:20:11Z,2015-10-23T13:21:22Z,2015-10-23T13:21:20Z,2015-10-23T13:21:20Z,loganwright,https://github.com/loganwright/Genome/pull/23,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTA1MDAxNzM=,Added tv and watch deployment targets to the podspec,MERGED,2015-11-12T11:32:53Z,2015-11-13T01:28:51Z,2015-11-13T01:25:02Z,2015-11-13T01:25:02Z,pepicrft,https://github.com/loganwright/Genome/pull/24,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTE3NDc1NDM=,adding ability to make distinction between keypaths for keys w/ periods,MERGED,2015-11-25T03:08:24Z,2015-12-05T01:03:17Z,2015-12-05T01:03:10Z,2015-12-05T01:03:10Z,loganwright,https://github.com/loganwright/Genome/pull/26,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTE4NTU4MTI=,Add additional support for mapping collections of MappableObjects,MERGED,2015-11-25T23:03:13Z,2015-12-05T00:55:14Z,2015-12-05T00:55:14Z,2015-12-05T00:55:14Z,justbaum30,https://github.com/loganwright/Genome/pull/27,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTUwNTI1ODY=,Lw/json data types,MERGED,2016-01-05T04:01:05Z,2016-01-15T03:35:28Z,2016-01-15T03:35:26Z,2016-01-15T03:35:26Z,loganwright,https://github.com/loganwright/Genome/pull/29,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTU1NDk1ODc=,Update README.md,MERGED,2016-01-09T19:58:29Z,2016-01-11T18:30:44Z,2016-01-11T18:28:34Z,2016-01-11T18:28:34Z,brightredchilli,https://github.com/loganwright/Genome/pull/31,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTU2NTg5OTQ=,"Revert ""Update README.md""",MERGED,2016-01-11T18:29:04Z,2016-03-27T16:08:27Z,2016-01-11T18:29:07Z,2016-01-11T18:29:07Z,loganwright,https://github.com/loganwright/Genome/pull/32,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTYxMjQ0NzQ=,Lw/json serializer pod,MERGED,2016-01-15T02:45:38Z,2016-01-15T02:59:17Z,2016-01-15T02:59:15Z,2016-01-15T02:59:15Z,loganwright,https://github.com/loganwright/Genome/pull/34,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTYxMjUyMTI=,Lw/playground update,MERGED,2016-01-15T02:58:28Z,2016-01-15T02:58:55Z,2016-01-15T02:58:53Z,2016-01-15T02:58:53Z,loganwright,https://github.com/loganwright/Genome/pull/35,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTY2MzQ2MzU=,remove init will call sequence(map) twice,MERGED,2016-01-20T16:49:51Z,2016-01-21T04:12:31Z,2016-01-21T04:08:42Z,2016-01-21T04:08:42Z,wanewang,https://github.com/loganwright/Genome/pull/37,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTY3NjgzMjg=,File Type Independence ,CLOSED,2016-01-21T15:56:23Z,2016-03-22T03:15:46Z,2016-03-22T03:15:46Z,,Marxon13,https://github.com/loganwright/Genome/pull/38,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTc1MDA1NjE=,Fix broken Carthage support,MERGED,2016-01-28T13:18:57Z,2016-02-02T18:27:53Z,2016-02-02T18:19:34Z,2016-02-02T18:19:34Z,t-unit,https://github.com/loganwright/Genome/pull/40,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTc3NDE1NDI=,fixing core data example to deal with swift being unable to override …,MERGED,2016-01-30T15:00:10Z,2016-01-30T15:00:31Z,2016-01-30T15:00:18Z,2016-01-30T15:00:18Z,loganwright,https://github.com/loganwright/Genome/pull/42,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTgxNzc3NDM=,"Fix Carthage integration, part 2 :)",MERGED,2016-02-03T18:14:47Z,2016-02-03T18:20:09Z,2016-02-03T18:19:21Z,2016-02-03T18:19:21Z,mAu888,https://github.com/loganwright/Genome/pull/43,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTg4NDYzMTA=,adding more straight forward extract transforms,MERGED,2016-02-10T04:23:59Z,2016-02-10T04:29:11Z,2016-02-10T04:29:09Z,2016-02-10T04:29:09Z,loganwright,https://github.com/loganwright/Genome/pull/45,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTg4NDY3MDE=,setting up travis,MERGED,2016-02-10T04:32:56Z,2016-02-11T01:27:56Z,2016-02-11T01:27:54Z,2016-02-11T01:27:54Z,loganwright,https://github.com/loganwright/Genome/pull/46,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTg5MTA3ODY=,Small typo in playground link,CLOSED,2016-02-10T15:59:16Z,2016-02-10T16:05:28Z,2016-02-10T16:05:28Z,,patoroco,https://github.com/loganwright/Genome/pull/47,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTg5MTE5NDg=,Small typo in playground link,MERGED,2016-02-10T16:06:51Z,2016-02-11T00:42:39Z,2016-02-11T00:42:39Z,2016-02-11T00:42:39Z,patoroco,https://github.com/loganwright/Genome/pull/48,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTg5MjYzMzM=,Fix playground typo,MERGED,2016-02-10T17:43:07Z,2016-02-11T00:40:21Z,2016-02-11T00:40:21Z,2016-02-11T00:40:21Z,patoroco,https://github.com/loganwright/Genome/pull/49,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTg5ODAxMjI=,Marxon/generic data,MERGED,2016-02-11T01:05:17Z,2016-09-13T04:49:26Z,2016-09-13T04:49:25Z,2016-09-13T04:49:25Z,loganwright,https://github.com/loganwright/Genome/pull/51,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTg5OTI1MTI=,expandin on backing data type for easier conversion to and from vario…,MERGED,2016-02-11T05:13:25Z,2016-03-27T16:08:21Z,2016-03-22T03:16:07Z,2016-03-22T03:16:07Z,loganwright,https://github.com/loganwright/Genome/pull/52,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTkxODEyMDI=,Correct the spelling of CocoaPods in README,CLOSED,2016-02-12T14:41:07Z,2016-03-22T03:35:28Z,2016-03-22T03:15:08Z,,ReadmeCritic,https://github.com/loganwright/Genome/pull/53,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NTkyNjc4NjE=,swift package manager,CLOSED,2016-02-13T14:06:25Z,2016-03-27T16:08:19Z,2016-03-22T04:45:37Z,,loganwright,https://github.com/loganwright/Genome/pull/54,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NjM2NjY4MzE=,Lw/cleanup,MERGED,2016-03-22T03:54:31Z,2016-03-27T16:08:07Z,2016-03-23T12:11:38Z,2016-03-23T12:11:38Z,loganwright,https://github.com/loganwright/Genome/pull/55,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NjM2NjkzNDU=,spm support and updating cocoapods,MERGED,2016-03-22T04:45:15Z,2016-03-22T14:47:41Z,2016-03-22T14:47:40Z,2016-03-22T14:47:40Z,loganwright,https://github.com/loganwright/Genome/pull/56,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NjQxNjMzNjE=,Lw/swift 3,MERGED,2016-03-25T13:45:36Z,2016-03-28T03:59:41Z,2016-03-28T03:59:40Z,2016-03-28T03:59:40Z,loganwright,https://github.com/loganwright/Genome/pull/57,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0Njc5NzM5Njk=,Lw/swift 3,MERGED,2016-04-26T23:21:57Z,2016-10-21T20:51:24Z,2016-09-13T04:38:22Z,2016-09-13T04:38:22Z,loganwright,https://github.com/loganwright/Genome/pull/58,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0NzAwNzk5MDU=,M13/serial,CLOSED,2016-05-14T02:48:08Z,2016-10-21T20:51:26Z,2016-09-13T05:49:40Z,,loganwright,https://github.com/loganwright/Genome/pull/61,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0ODQ5ODQzNzc=,update readme,MERGED,2016-09-13T04:38:03Z,2016-09-13T04:38:08Z,2016-09-13T04:38:07Z,2016-09-13T04:38:07Z,loganwright,https://github.com/loganwright/Genome/pull/66,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0ODQ5ODU3Mjg=,Pods,CLOSED,2016-09-13T05:01:01Z,2016-09-13T05:49:28Z,2016-09-13T05:49:28Z,,loganwright,https://github.com/loganwright/Genome/pull/67,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0ODQ5ODgxNzg=,Pods cart,MERGED,2016-09-13T05:40:37Z,2016-09-14T01:33:21Z,2016-09-14T01:33:20Z,2016-09-14T01:33:20Z,loganwright,https://github.com/loganwright/Genome/pull/68,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0ODUxMDk5OTA=,Improved Carthage support,MERGED,2016-09-13T19:28:55Z,2016-09-13T22:35:35Z,2016-09-13T22:35:35Z,2016-09-13T22:35:35Z,t-unit,https://github.com/loganwright/Genome/pull/69,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0ODUxNjc4Mjk=,Pods,MERGED,2016-09-14T05:13:04Z,2016-09-14T05:17:30Z,2016-09-14T05:17:29Z,2016-09-14T05:17:28Z,loganwright,https://github.com/loganwright/Genome/pull/70,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0ODk4MzA2MDk=,set CURRENT_PROJECT_VERSION,MERGED,2016-10-18T14:45:21Z,2016-10-18T15:27:12Z,2016-10-18T15:27:12Z,2016-10-18T15:27:12Z,t-unit,https://github.com/loganwright/Genome/pull/73,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0OTA0MjAzNDU=,Node update,MERGED,2016-10-21T17:44:22Z,2016-10-21T20:42:25Z,2016-10-21T20:42:24Z,2016-10-21T20:42:24Z,loganwright,https://github.com/loganwright/Genome/pull/74,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0OTI2NTMyOTQ=,Update README.md,MERGED,2016-11-07T20:01:02Z,2016-11-07T23:31:45Z,2016-11-07T23:31:45Z,2016-11-07T23:31:45Z,revolter,https://github.com/loganwright/Genome/pull/77,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0OTI2ODY3NzY=,Rm sub,MERGED,2016-11-07T23:31:59Z,2016-11-08T00:10:52Z,2016-11-08T00:10:51Z,2016-11-08T00:10:51Z,loganwright,https://github.com/loganwright/Genome/pull/78,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0OTI4Mzg0NDk=,updating xcode proj,MERGED,2016-11-08T19:00:51Z,2016-11-08T20:21:16Z,2016-11-08T20:21:12Z,2016-11-08T20:21:12Z,loganwright,https://github.com/loganwright/Genome/pull/79,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0OTI5MDQ2MDY=,"add iOS, watchOS, tvOS support",MERGED,2016-11-09T04:37:55Z,2016-11-09T20:35:50Z,2016-11-09T20:35:50Z,2016-11-09T20:35:50Z,wanewang,https://github.com/loganwright/Genome/pull/80,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0MTExNTE0NTgw,Add missing syntax highlighting to Readme,CLOSED,2017-03-20T09:38:51Z,2021-08-29T13:03:45Z,2021-08-29T13:03:45Z,,BasThomas,https://github.com/loganwright/Genome/pull/85,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0MTE2MzgyMjE4,remove nsdata conveniences,MERGED,2017-04-18T17:42:29Z,2017-04-18T17:47:42Z,2017-04-18T17:47:42Z,2017-04-18T17:47:42Z,loganwright,https://github.com/loganwright/Genome/pull/88,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0MTE2MzgzNzAy,make podspec,OPEN,2017-04-18T17:50:16Z,2017-04-18T17:50:16Z,,,loganwright,https://github.com/loganwright/Genome/pull/89,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0MTE2NzEyNDI2,Fix/build script consider path names with spaces,CLOSED,2017-04-20T08:05:03Z,2017-04-20T08:10:00Z,2017-04-20T08:10:00Z,,couchdeveloper,https://github.com/loganwright/Genome/pull/90,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0MTE3NDg4ODcx,Fix Core Data,MERGED,2017-04-25T13:47:59Z,2017-04-25T13:52:54Z,2017-04-25T13:52:54Z,2017-04-25T13:52:54Z,MaxHasADHD,https://github.com/loganwright/Genome/pull/91,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0MTE3NDkxMTY3,pod bump,MERGED,2017-04-25T13:57:32Z,2017-04-25T14:57:47Z,2017-04-25T14:57:47Z,2017-04-25T14:57:47Z,loganwright,https://github.com/loganwright/Genome/pull/92,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0MTIwNTczMTU0,Making tests crash safe,CLOSED,2017-05-15T10:48:17Z,2020-03-18T04:06:56Z,2020-03-18T04:06:56Z,,timvermeulen,https://github.com/loganwright/Genome/pull/94,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0MTIwODgwMDk1,Remove nearly all state from Map,CLOSED,2017-05-16T17:13:56Z,2020-03-18T04:06:44Z,2020-03-18T04:06:44Z,,timvermeulen,https://github.com/loganwright/Genome/pull/95,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0MTI4ODc4MDQy,"Add missed CURRENT_PROJECT_VERSION, DYLIB_CURRENT_VERSION",MERGED,2017-07-05T03:43:25Z,2017-08-03T12:16:07Z,2017-08-03T12:16:07Z,2017-08-03T12:16:07Z,imnosov,https://github.com/loganwright/Genome/pull/96,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0MTMzOTI5NjQ1,"swift 4, node 2 updates",OPEN,2017-08-03T12:15:45Z,2017-08-03T12:15:45Z,,,loganwright,https://github.com/loganwright/Genome/pull/97,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0MTY0MzY3MTM4,fixed warnings on deprecated characters property of String,OPEN,2018-01-22T17:22:01Z,2018-08-29T21:32:52Z,,,jwolkovitzs,https://github.com/loganwright/Genome/pull/101,loganwright++Genome.csv
MDExOlB1bGxSZXF1ZXN0MTk4NjA5OTkz,Create README.md,MERGED,2018-07-02T08:45:50Z,2018-07-02T08:46:00Z,2018-07-02T08:46:00Z,2018-07-02T08:46:00Z,sahinsrhn,https://github.com/MBaysanLab/GenomicsPipeline/pull/1,MBaysanLab++GenomicsPipeline.csv
MDExOlB1bGxSZXF1ZXN0MjAyODIzMzU1,split by chromosome added,MERGED,2018-07-20T11:33:59Z,2018-07-20T11:34:34Z,2018-07-20T11:34:34Z,2018-07-20T11:34:34Z,sahinsrhn,https://github.com/MBaysanLab/GenomicsPipeline/pull/2,MBaysanLab++GenomicsPipeline.csv
MDExOlB1bGxSZXF1ZXN0MjAyOTI0Mjc5,bug fix,MERGED,2018-07-20T18:30:55Z,2018-07-20T18:31:02Z,2018-07-20T18:31:02Z,2018-07-20T18:31:02Z,sahinsrhn,https://github.com/MBaysanLab/GenomicsPipeline/pull/3,MBaysanLab++GenomicsPipeline.csv
MDExOlB1bGxSZXF1ZXN0MjAzMTkwNTIw,exmp,MERGED,2018-07-23T11:33:58Z,2018-07-23T11:34:09Z,2018-07-23T11:34:09Z,2018-07-23T11:34:09Z,sahinsrhn,https://github.com/MBaysanLab/GenomicsPipeline/pull/4,MBaysanLab++GenomicsPipeline.csv
MDExOlB1bGxSZXF1ZXN0MjM4MzA0OTQ1,updated version,OPEN,2018-12-13T08:39:08Z,2019-07-22T10:03:20Z,,,sahinsrhn,https://github.com/MBaysanLab/GenomicsPipeline/pull/5,MBaysanLab++GenomicsPipeline.csv
MDExOlB1bGxSZXF1ZXN0NTE1ODMyODQz,reformatting for pep8,CLOSED,2020-11-05T06:37:30Z,2020-11-05T06:38:11Z,2020-11-05T06:38:11Z,,OmerCinal,https://github.com/MBaysanLab/GenomicsPipeline/pull/6,MBaysanLab++GenomicsPipeline.csv
MDExOlB1bGxSZXF1ZXN0NTE1ODM2NTk1,refactor with rebase,OPEN,2020-11-05T06:45:41Z,2020-11-05T06:45:48Z,,,OmerCinal,https://github.com/MBaysanLab/GenomicsPipeline/pull/7,MBaysanLab++GenomicsPipeline.csv
PR_kwDOIb0-bs5C4NxA,Initial solution,MERGED,2022-11-14T21:47:09Z,2022-11-14T21:47:40Z,2022-11-14T21:47:37Z,2022-11-14T21:47:37Z,msilver727,https://github.com/msilver727/genomic-coordinate-mapping/pull/1,msilver727++genomic-coordinate-mapping.csv
PR_kwDOIb0-bs5C4PMp,Allow converting between either coordinate system,MERGED,2022-11-14T21:53:09Z,2022-11-14T23:25:22Z,2022-11-14T23:25:20Z,2022-11-14T23:25:20Z,msilver727,https://github.com/msilver727/genomic-coordinate-mapping/pull/2,msilver727++genomic-coordinate-mapping.csv
